time,F_base_x,F_base_y,F_base_z,L0_body_front_x,L0_body_front_y,L0_body_front_z,L1_body_rear_x,L1_body_rear_y,L1_body_rear_z,Lrl1_hip_roll_x,Lrl1_hip_roll_y,Lrl1_hip_roll_z,Lrl2_hip_pitch_x,Lrl2_hip_pitch_y,Lrl2_hip_pitch_z,Lrl3_knee_x,Lrl3_knee_y,Lrl3_knee_z,Lrl4_wheel_x,Lrl4_wheel_y,Lrl4_wheel_z,Lrl4_wheel_contact_x,Lrl4_wheel_contact_y,Lrl4_wheel_contact_z,Lrr1_hip_roll_x,Lrr1_hip_roll_y,Lrr1_hip_roll_z,Lrr2_hip_pitch_x,Lrr2_hip_pitch_y,Lrr2_hip_pitch_z,Lrr3_knee_x,Lrr3_knee_y,Lrr3_knee_z,Lrr4_wheel_x,Lrr4_wheel_y,Lrr4_wheel_z,Lrr4_wheel_contact_x,Lrr4_wheel_contact_y,Lrr4_wheel_contact_z,Lfl1_hip_roll_x,Lfl1_hip_roll_y,Lfl1_hip_roll_z,Lfl2_hip_pitch_x,Lfl2_hip_pitch_y,Lfl2_hip_pitch_z,Lfl3_knee_x,Lfl3_knee_y,Lfl3_knee_z,Lfl4_wheel_x,Lfl4_wheel_y,Lfl4_wheel_z,Lfl4_wheel_contact_x,Lfl4_wheel_contact_y,Lfl4_wheel_contact_z,Lfr1_hip_roll_x,Lfr1_hip_roll_y,Lfr1_hip_roll_z,Lfr2_hip_pitch_x,Lfr2_hip_pitch_y,Lfr2_hip_pitch_z,Lfr3_knee_x,Lfr3_knee_y,Lfr3_knee_z,Lfr4_wheel_x,Lfr4_wheel_y,Lfr4_wheel_z,Lfr4_wheel_contact_x,Lfr4_wheel_contact_y,Lfr4_wheel_contact_z
0,0,0,0,0,0,0,0,0,0,9.77306744008e-17,2.00449078001e-26,-2.0044902375e-26,9.77306692725e-17,2.50036901931e-14,-2.00435059883e-26,9.77306790354e-17,-2.25960344471e-14,-2.00461544668e-26,9.77306790354e-17,-2.25960344471e-14,-2.00461544668e-26,9.77306790354e-17,-2.25960344471e-14,-2.00461544668e-26,9.93069756009e-17,2.03682127647e-26,-2.0368207252e-26,9.93069703626e-17,2.55395421625e-14,-2.03667921171e-26,9.93069803347e-17,-2.30804059026e-14,-2.03694972294e-26,9.93069803347e-17,-2.30804059026e-14,-2.03694972294e-26,9.93069803347e-17,-2.30804059026e-14,-2.03694972294e-26,-1.14910638326e-15,-2.35685793086e-25,2.35685729298e-25,-1.1491063851e-15,8.96709988558e-15,2.35686103844e-25,-1.1491063812e-15,-1.00427082563e-14,2.35685048588e-25,-1.1491063812e-15,-1.00427082563e-14,2.35685048588e-25,-1.1491063812e-15,-1.00427082563e-14,2.35685048588e-25,2.26472925526e-16,4.64503999304e-26,-4.64503873587e-26,2.26472924586e-16,4.57976213616e-15,-4.64501315207e-26,2.26472926374e-16,-4.13452895009e-15,-4.6450615261e-26,2.26472926374e-16,-4.13452895009e-15,-4.6450615261e-26,2.26472926374e-16,-4.13452895009e-15,-4.6450615261e-26
0.01,-7.33434707642e-05,0.010124114712,-8.08451389932e-05,-7.33434707642e-05,0.010124114712,-8.08451389932e-05,-7.33434707642e-05,0.010124114712,-8.08451389932e-05,-0.000370796132374,0.0101241148314,-8.08282634204e-05,-0.000370794610563,0.013916744991,-8.08345543043e-05,-0.000370802111357,-0.00477660610471,-8.08035474049e-05,-0.000370802111357,-0.00477660610471,-8.08035474049e-05,-0.000370802111357,-0.00477660610471,-8.08035474049e-05,-0.000370795613292,0.0101241148314,-8.08282634499e-05,-0.000370794337227,0.0133043024797,-8.08335384611e-05,-0.000370801434358,-0.00438304806604,-8.08042002639e-05,-0.000370801434358,-0.00438304806604,-8.08042002639e-05,-0.000370801434358,-0.00438304806604,-8.08042002639e-05,-0.000290677870137,0.0101241147992,-8.08328088212e-05,-0.000290668681195,0.0330233542248,-8.0861681879e-05,-0.000290690784746,-0.0220596475688,-8.07922291489e-05,-0.000290690784746,-0.0220596475688,-8.07922291489e-05,-0.000290690784746,-0.0220596475688,-8.07922291489e-05,-0.000290677534188,0.0101241147992,-8.08328088403e-05,-0.000290668547999,0.0325180833651,-8.08610393795e-05,-0.000290690329779,-0.0217630483088,-8.07926108821e-05,-0.000290690329779,-0.0217630483088,-8.07926108821e-05,-0.000290690329779,-0.0217630483088,-8.07926108821e-05
0.02,-0.00114534043763,0.0134204438347,-0.000148168662966,-0.00114534043763,0.0134204438347,-0.000148168662966,-0.00114534043763,0.0134204438347,-0.000148168662966,-0.00114512756814,0.0134204438343,-0.000148168701047,-0.00114508817757,0.0386949865296,-0.000148396748034,-0.00114518463353,-0.0231949650002,-0.000147838327764,-0.00114518463353,-0.0231949650002,-0.000147838327764,-0.00114518463353,-0.0231949650002,-0.000147838327764,-0.00114511655643,0.0134204438343,-0.000148168703017,-0.00114508091399,0.0362900380346,-0.000148375050419,-0.00114517069023,-0.0213139400751,-0.000147855302183,-0.00114517069023,-0.0213139400751,-0.000147855302183,-0.00114517069023,-0.0213139400751,-0.000147855302183,-0.00099828234246,0.0134204436052,-0.000148194970923,-0.000998203558966,0.0639620764622,-0.000148572867024,-0.000998375037111,-0.046045553131,-0.000147750348004,-0.000998375037111,-0.046045553131,-0.000147750348004,-0.000998375037111,-0.046045553131,-0.000147750348004,-0.000998274219276,0.0134204436052,-0.000148194972376,-0.00099819887616,0.0617549836377,-0.000148556348742,-0.000998364261292,-0.0443438172125,-0.000147763094083,-0.000998364261292,-0.0443438172125,-0.000147763094083,-0.000998364261292,-0.0443438172125,-0.000147763094083
0.03,-0.00278435853487,0.0124305466651,-0.000146158140748,-0.00278435853487,0.0124305466651,-0.000146158140748,-0.00278435853487,0.0124305466651,-0.000146158140748,-0.00220361442582,0.0124305448808,-0.000146338772293,-0.00220343742846,0.0701872866414,-0.000147816772873,-0.00220380592921,-0.0500597207832,-0.000144739640381,-0.00220380592921,-0.0500597207832,-0.000144739640381,-0.00220380592921,-0.0500597207832,-0.000144739640381,-0.00220355506285,0.0124305448806,-0.000146338790757,-0.00220339302667,0.0653052418559,-0.000147691848241,-0.00220373392917,-0.0459360649878,-0.000144845195847,-0.00220373392917,-0.0459360649878,-0.000144845195847,-0.00220373392917,-0.0459360649878,-0.000144845195847,-0.00205863445312,0.0124305444354,-0.000146383866089,-0.00205838589261,0.0935143474256,-0.000148212431983,-0.00205889064905,-0.0711440392066,-0.000144499129217,-0.00205889064905,-0.0711440392066,-0.000144499129217,-0.00205889064905,-0.0711440392066,-0.000144499129217,-0.00205858603253,0.0124305444352,-0.00014638388115,-0.00205835182579,0.0888319289184,-0.000148106562022,-0.00205883014428,-0.0672019824849,-0.000144588345219,-0.00205883014428,-0.0672019824849,-0.000144588345219,-0.00205883014428,-0.0672019824849,-0.000144588345219
0.04,-0.00469684041632,0.00876833579341,-5.08250909449e-05,-0.00469684041632,0.00876833579341,-5.08250909449e-05,-0.00469684041632,0.00876833579341,-5.08250909449e-05,-0.00342404438236,0.00876833054958,-5.13580957795e-05,-0.00342364979245,0.10506915671,-5.65210442652e-05,-0.0034244154445,-0.0817904743872,-4.65029926256e-05,-0.0034244154445,-0.0817904743872,-4.65029926256e-05,-0.0034244154445,-0.0817904743872,-4.65029926256e-05,-0.00342385641705,0.00876833054881,-5.13581744932e-05,-0.00342349320734,0.0974107167422,-5.6110429788e-05,-0.00342419953924,-0.0749716376211,-4.68687454038e-05,-0.00342419953924,-0.0749716376211,-4.68687454038e-05,-0.00342419953924,-0.0749716376211,-4.68687454038e-05,-0.00337329636891,0.00876833034051,-5.13793473672e-05,-0.00337283446871,0.121449679013,-5.69630532444e-05,-0.00337372819715,-0.096576912093,-4.61591680186e-05,-0.00337372819715,-0.096576912093,-4.61591680186e-05,-0.00337372819715,-0.096576912093,-4.61591680186e-05,-0.00337312674958,0.00876833033981,-5.13794183981e-05,-0.00337269591299,0.113871512103,-5.65861976964e-05,-0.00337353093229,-0.0898326027438,-4.64947584997e-05,-0.00337353093229,-0.0898326027438,-4.64947584997e-05,-0.00337353093229,-0.0898326027438,-4.64947584997e-05
0.05,-0.00672886560807,0.00354715758043,0.000155879616746,-0.00672886560807,0.00354715758043,0.000155879616746,-0.00672886560807,0.00354715758043,0.000155879616746,-0.00473202139535,0.00354715023841,0.000154918584449,-0.00473152263569,0.140893068491,0.000141963311588,-0.00473245467163,-0.115766286008,0.000166172927805,-0.00473245467163,-0.115766286008,0.000166172927805,-0.00473245467163,-0.115766286008,0.000166172927805,-0.00473157294887,0.00354715023676,0.000154918368623,-0.00473111234598,0.130385583352,0.000142954719865,-0.00473197065242,-0.105970388699,0.000165248276809,-0.00473197065242,-0.105970388699,0.000165248276809,-0.00473197065242,-0.105970388699,0.000165248276809,-0.00488593986223,0.00354715080434,0.000154992661644,-0.00488541694269,0.147477639317,0.000141932828535,-0.00488639483514,-0.12168142967,0.000166355538115,-0.00488639483514,-0.12168142967,0.000166355538115,-0.00488639483514,-0.12168142967,0.000166355538115,-0.00488549337549,0.0035471508027,0.000154992446761,-0.00488500930493,0.136784123122,0.000142907166055,-0.00488591215863,-0.111719926057,0.000165447765249,-0.00488591215863,-0.111719926057,0.000165447765249,-0.00488591215863,-0.111719926057,0.000165447765249
0.06,-0.0087571608606,-0.00239690074998,0.000446147451564,-0.0087571608606,-0.00239690074998,0.000446147451564,-0.0087571608606,-0.00239690074998,0.000446147451564,-0.00608615516098,-0.00239690275608,0.000444845645938,-0.00608603413319,0.175914641067,0.000418387393552,-0.00608625536601,-0.150030047598,0.000466751771155,-0.00608625536601,-0.150030047598,0.000466751771155,-0.00608625536601,-0.150030047598,0.000466751771155,-0.00608525553588,-0.00239690275675,0.000444845207475,-0.00608514353897,0.162608151384,0.00042036305757,-0.0060853469941,-0.137142312476,0.000464837669748,-0.0060853469941,-0.137142312476,0.000464837669748,-0.0060853469941,-0.137142312476,0.000464837669748,-0.0065278965518,-0.0023969024243,0.000445060943654,-0.00652777849483,0.17145776182,0.000419375324415,-0.0065279940385,-0.145959111742,0.000466271097904,-0.0065279940385,-0.145959111742,0.000466271097904,-0.0065279940385,-0.145959111742,0.000466271097904,-0.00652692136284,-0.00239690242503,0.000445060468362,-0.00652681272064,0.157586072038,0.000421434293958,-0.00652700975697,-0.132563233577,0.00046428334162,-0.00652700975697,-0.132563233577,0.00046428334162,-0.00652700975697,-0.132563233577,0.00046428334162
0.07,-0.0107153639988,-0.00849369498848,0.000812377643385,-0.0107153639988,-0.00849369498848,0.000812377643385,-0.0107153639988,-0.00849369498848,0.000812377643385,-0.00744812182148,-0.00849367715614,0.000810963258619,-0.00744932854438,0.208877333184,0.000764001531847,-0.0074471523134,-0.183134392017,0.000848693356675,-0.0074471523134,-0.183134392017,0.000848693356675,-0.0074471523134,-0.183134392017,0.000848693356675,-0.00744651984595,-0.0084936771474,0.000810962565126,-0.00744763797214,0.192918455296,0.000767453040072,-0.00744563911636,-0.167142697748,0.000845234301655,-0.00744563911636,-0.167142697748,0.000845234301655,-0.00744563911636,-0.167142697748,0.000845234301655,-0.00825368790985,-0.00849368155286,0.000811311987101,-0.00825480831236,0.19324035793,0.000766602706562,-0.0082527966451,-0.168970328952,0.000846877603428,-0.0082527966451,-0.168970328952,0.000846877603428,-0.0082527966451,-0.168970328952,0.000846877603428,-0.00825182100271,-0.00849368154267,0.000811311178919,-0.00825284693435,0.176231982099,0.000770391544406,-0.00825102381446,-0.152032609003,0.000843107304776,-0.00825102381446,-0.152032609003,0.000843107304776,-0.00825102381446,-0.152032609003,0.000843107304776
0.08,-0.0125514407239,-0.0143647790128,0.00121915391058,-0.0125514407239,-0.0143647790128,0.00121915391058,-0.0125514407239,-0.0143647790128,0.00121915391058,-0.00880645807616,-0.0143647207805,0.00121796179967,-0.00881042169437,0.238997758984,0.00114263164778,-0.00880333300284,-0.214125717361,0.00127735506985,-0.00880333300284,-0.214125717361,0.00127735506985,-0.00880333300284,-0.214125717361,0.00127735506985,-0.00880383776224,-0.0143647207397,0.00121796096557,-0.00880751289928,0.220557659709,0.00114812328856,-0.00880101017134,-0.195110194501,0.00127169294288,-0.00880101017134,-0.195110194501,0.00127169294288,-0.00880101017134,-0.195110194501,0.00127169294288,-0.0100170494884,-0.0143647396045,0.00121834715773,-0.0100206037067,0.212755656603,0.00114726061328,-0.01001429453,-0.190411118128,0.00127344801577,-0.01001429453,-0.190411118128,0.00127344801577,-0.01001429453,-0.190411118128,0.00127344801577,-0.0100138135737,-0.0143647395542,0.00121834612766,-0.0100170542683,0.192721722025,0.00115356649096,-0.010011378706,-0.169957350744,0.00126701774409,-0.010011378706,-0.169957350744,0.00126701774409,-0.010011378706,-0.169957350744,0.00126701774409
0.09,-0.0142480469269,-0.0197900433285,0.0016687466214,-0.0142480469269,-0.0197900433285,0.0016687466214,-0.0142480469269,-0.0197900433285,0.0016687466214,-0.0101364968572,-0.019789920223,0.00166814173696,-0.0101450631949,0.265763792901,0.00155618867412,-0.0101298196139,-0.242371811056,0.00175540631545,-0.0101298196139,-0.242371811056,0.00175540631545,-0.0101298196139,-0.242371811056,0.00175540631545,-0.0101324846163,-0.0197899201029,0.00166814114669,-0.010140429924,0.245062230372,0.00156432380979,-0.0101264649755,-0.220451098096,0.00174679676297,-0.0101264649755,-0.220451098096,0.00174679676297,-0.0101264649755,-0.220451098096,0.00174679676297,-0.0117959424318,-0.0197899699091,0.00166838587184,-0.0118034345173,0.229917407951,0.00156298547493,-0.0117902343933,-0.210035975409,0.0017486878824,-0.0117902343933,-0.210035975409,0.0017486878824,-0.0117902343933,-0.210035975409,0.0017486878824,-0.0117907441096,-0.0197899697535,0.00166838510708,-0.0117975490097,0.207014171767,0.00157271303616,-0.0117857534075,-0.18612773622,0.00173855083899,-0.0117857534075,-0.18612773622,0.00173855083899,-0.0117857534075,-0.18612773622,0.00173855083899
