time,F_base_x,F_base_y,F_base_z,L0_body_front_x,L0_body_front_y,L0_body_front_z,L1_body_rear_x,L1_body_rear_y,L1_body_rear_z,Lrl1_hip_roll_x,Lrl1_hip_roll_y,Lrl1_hip_roll_z,Lrl2_hip_pitch_x,Lrl2_hip_pitch_y,Lrl2_hip_pitch_z,Lrl3_knee_x,Lrl3_knee_y,Lrl3_knee_z,Lrl4_wheel_x,Lrl4_wheel_y,Lrl4_wheel_z,Lrl4_wheel_contact_x,Lrl4_wheel_contact_y,Lrl4_wheel_contact_z,Lrr1_hip_roll_x,Lrr1_hip_roll_y,Lrr1_hip_roll_z,Lrr2_hip_pitch_x,Lrr2_hip_pitch_y,Lrr2_hip_pitch_z,Lrr3_knee_x,Lrr3_knee_y,Lrr3_knee_z,Lrr4_wheel_x,Lrr4_wheel_y,Lrr4_wheel_z,Lrr4_wheel_contact_x,Lrr4_wheel_contact_y,Lrr4_wheel_contact_z,Lfl1_hip_roll_x,Lfl1_hip_roll_y,Lfl1_hip_roll_z,Lfl2_hip_pitch_x,Lfl2_hip_pitch_y,Lfl2_hip_pitch_z,Lfl3_knee_x,Lfl3_knee_y,Lfl3_knee_z,Lfl4_wheel_x,Lfl4_wheel_y,Lfl4_wheel_z,Lfl4_wheel_contact_x,Lfl4_wheel_contact_y,Lfl4_wheel_contact_z,Lfr1_hip_roll_x,Lfr1_hip_roll_y,Lfr1_hip_roll_z,Lfr2_hip_pitch_x,Lfr2_hip_pitch_y,Lfr2_hip_pitch_z,Lfr3_knee_x,Lfr3_knee_y,Lfr3_knee_z,Lfr4_wheel_x,Lfr4_wheel_y,Lfr4_wheel_z,Lfr4_wheel_contact_x,Lfr4_wheel_contact_y,Lfr4_wheel_contact_z
0,0,0,0,0,0,0,0,0,0,2.31483796339e-34,4.74781472992e-44,-4.74781344492e-44,-2.15543908878e-24,1.05090317657e-14,5.83368451638e-31,1.94980208685e-24,-9.50643057813e-15,-5.27712905492e-31,1.94980208685e-24,-9.50643057813e-15,-5.27712905492e-31,1.94980208685e-24,-9.50643057813e-15,-5.27712905492e-31,2.31483796339e-34,4.74781472992e-44,-4.74781344492e-44,-2.15543908878e-24,1.05090317657e-14,5.83368451638e-31,1.94980208685e-24,-9.50643057813e-15,-5.27712905492e-31,1.94980208685e-24,-9.50643057813e-15,-5.27712905492e-31,1.94980208685e-24,-9.50643057813e-15,-5.27712905492e-31,4.00646567585e-35,8.21740314074e-45,-8.2174009167e-45,-3.73056749438e-25,1.81887080487e-15,1.00967612319e-31,3.37465737213e-25,-1.64534371204e-15,-9.13349236262e-32,3.37465737213e-25,-1.64534371204e-15,-9.13349236262e-32,3.37465737213e-25,-1.64534371204e-15,-9.13349236262e-32,4.00645032126e-35,8.21737164793e-45,-8.21736942391e-45,-3.73056765365e-25,1.81887088252e-15,1.0096761663e-31,3.37465745801e-25,-1.64534375391e-15,-9.13349259506e-32,3.37465745801e-25,-1.64534375391e-15,-9.13349259506e-32,3.37465745801e-25,-1.64534375391e-15,-9.13349259506e-32
0.01,0.000261013658011,0.0186246496392,0.000282488396794,0.000261013658011,0.0186246496392,0.000282488396794,0.000261013658011,0.0186246496392,0.000282488396794,0.000240255812009,0.0186246496115,0.000282490407386,0.000240270108906,0.00790207353909,0.000282485754133,0.000240264271962,0.0122797420109,0.0002824876539,0.000240264271962,0.0122797420109,0.0002824876539,0.000240264271962,0.0122797420109,0.0002824876539,0.000240256116857,0.0186246496115,0.000282490407357,0.000240269907834,0.00828150979967,0.000282485918758,0.000240264086287,0.0126476306154,0.000282487813518,0.000240264086287,0.0126476306154,0.000282487813518,0.000240264086287,0.0126476306154,0.000282487813518,-0.000114917922108,0.0186246491379,0.000282524809299,-0.000114936111999,0.0322656355833,0.000282512702027,-0.000114880073109,-0.0097591194942,0.00028255000176,-0.000114880073109,-0.0097591194942,0.00028255000176,-0.000114880073109,-0.0097591194942,0.00028255000176,-0.000114917512921,0.0186246491379,0.00028252480926,-0.00011493557681,0.0321711434697,0.000282512785869,-0.000114880726056,-0.00896260319614,0.000282549294731,-0.000114880726056,-0.00896260319614,0.000282549294731,-0.000114880726056,-0.00896260319614,0.000282549294731
0.02,7.39349422817e-05,0.0285819750269,0.000796181810662,7.39349422817e-05,0.0285819750269,0.000796181810662,7.39349422817e-05,0.0285819750269,0.000796181810662,-6.60585223844e-06,0.0285819744923,0.000796208977856,-6.44663382184e-06,0.00459345697015,0.000796187935303,-6.50065473389e-06,0.0127324751995,0.000796195074791,-6.50065473389e-06,0.0127324751995,0.000796195074791,-6.50065473389e-06,0.0127324751995,0.000796195074791,-6.59994635997e-06,0.0285819744924,0.000796208975864,-6.44553119221e-06,0.00531713466441,0.000796188567806,-6.50089185173e-06,0.0136580048979,0.000796195884468,-6.50089185173e-06,0.0136580048979,0.000796195884468,-6.50089185173e-06,0.0136580048979,0.000796195884468,-0.000796190794511,0.0285819692514,0.000796475312545,-0.000796393999814,0.0591875023619,0.000796300782861,-0.000795757678536,-0.0366512954391,0.000796847308716,-0.000795757678536,-0.0366512954391,0.000796847308716,-0.000795757678536,-0.0366512954391,0.000796847308716,-0.00079618222397,0.0285819692514,0.000796475309654,-0.000796383253768,0.0588598412327,0.000796302648541,-0.000795761572238,-0.034774007821,0.000796836600353,-0.000795761572238,-0.034774007821,0.000796836600353,-0.000795761572238,-0.034774007821,0.000796836600353
0.03,-0.000659405354921,0.0293261194045,0.00154873239482,-0.000659405354921,0.0293261194045,0.00154873239482,-0.000659405354921,0.0293261194045,0.00154873239482,-0.000320915954446,0.0293261255894,0.00154851868732,-0.000320921961583,0.0296548802515,0.00154851848291,-0.000320251562357,-0.00703429104735,0.00154854129504,-0.000320251562357,-0.00703429104735,0.00154854129504,-0.000320251562357,-0.00703429104735,0.00154854129504,-0.000320886150038,0.0293261255899,0.0015485186685,-0.000320900751866,0.0301252448952,0.00154851817174,-0.000320270148024,-0.00438603071596,0.00154853962522,-0.000320270148024,-0.00438603071596,0.00154853962522,-0.000320270148024,-0.00438603071596,0.00154853962522,-0.00185749042922,0.0293260975131,0.00154948881368,-0.00185852762656,0.0860536403912,0.00154842564713,-0.00185589298481,-0.0580430968334,0.00155112625467,-0.00185589298481,-0.0580430968334,0.00155112625467,-0.00185589298481,-0.0580430968334,0.00155112625467,-0.00185743165688,0.0293260975142,0.00154948877657,-0.00185844015708,0.0844841048757,0.00154845503506,-0.00185591641314,-0.0535472876513,0.00155104194468,-0.00185591641314,-0.0535472876513,0.00155104194468,-0.00185591641314,-0.0535472876513,0.00155104194468
0.04,-0.00165998565863,0.0255511482377,0.00238920927513,-0.00165998565863,0.0255511482377,0.00238920927513,-0.00165998565863,0.0255511482377,0.00238920927513,-0.000794536010945,0.0255511810542,0.00238842289609,-0.000795889394971,0.0612379515007,0.00238820614489,-0.000792238315878,-0.0350356995957,0.00238879088341,-0.000792238315878,-0.0350356995957,0.00238879088341,-0.000792238315878,-0.0350356995957,0.00238879088341,-0.000794438175997,0.0255511810579,0.00238842280719,-0.000795788052863,0.061145473328,0.00238820663969,-0.000792323517451,-0.0302092932926,0.00238876144582,-0.000792323517451,-0.0302092932926,0.00238876144582,-0.000792323517451,-0.0302092932926,0.00238876144582,-0.00316656142529,0.0255510911107,0.0023905782047,-0.00316980050327,0.110883948899,0.00238684939012,-0.00316255831833,-0.0799099568658,0.00239518656663,-0.00316255831833,-0.0799099568658,0.00239518656663,-0.00316255831833,-0.0799099568658,0.00239518656663,-0.00316633910247,0.0255510911191,0.00239057800269,-0.00316945566555,0.107656320773,0.00238699032259,-0.00316262698614,-0.0722438697775,0.00239485126319,-0.00316262698614,-0.0722438697775,0.00239485126319,-0.00316262698614,-0.0722438697775,0.00239485126319
0.05,-0.00277584719778,0.0191522272195,0.00326337041344,-0.00277584719778,0.0191522272195,0.00326337041344,-0.00277584719778,0.0191522272195,0.00326337041344,-0.00137751340665,0.0191523197374,0.00326178499483,-0.00138260822287,0.0961340959332,0.00326048914246,-0.00137176190506,-0.0677518568151,0.0032632478733,-0.00137176190506,-0.0677518568151,0.0032632478733,-0.00137176190506,-0.0677518568151,0.0032632478733,-0.00137727199394,0.0191523197534,0.00326178472112,-0.00138231127607,0.0952949884469,0.00326050315225,-0.00137199962294,-0.0605122807163,0.00326312556815,-0.00137199962294,-0.0605122807163,0.00326312556815,-0.00137199962294,-0.0605122807163,0.00326312556815,-0.0046204548104,0.0191521051746,0.00326546181341,-0.0046280680345,0.13405725991,0.0032559788036,-0.00461242864208,-0.101985549638,0.00327545918535,-0.00461242864208,-0.101985549638,0.00327545918535,-0.00461242864208,-0.101985549638,0.00327545918535,-0.0046198621617,0.0191521052139,0.00326546114147,-0.00462713713557,0.128952112927,0.00325639995913,-0.00461257157933,-0.090883478949,0.00327454176463,-0.00461257157933,-0.090883478949,0.00327454176463,-0.00461257157933,-0.090883478949,0.00327454176463
0.06,-0.00394609765151,0.0113267515281,0.00415592071078,-0.00394609765151,0.0113267515281,0.00415592071078,-0.00394609765151,0.0113267515281,0.00415592071078,-0.00204251013552,0.0113269480583,0.00415347086861,-0.00205496532893,0.131916808034,0.0041493885688,-0.00203074093997,-0.102621153491,0.00415732832655,-0.00203074093997,-0.102621153491,0.00415732832655,-0.00203074093997,-0.102621153491,0.00415732832655,-0.00204201165686,0.0113269481097,0.00415347022708,-0.00205429135082,0.130217649151,0.00414944609842,-0.00203125411694,-0.0928264181529,0.00415699553683,-0.00203125411694,-0.0928264181529,0.00415699553683,-0.00203125411694,-0.0928264181529,0.00415699553683,-0.00617736673967,0.0113265211674,0.00415879226624,-0.00619227200151,0.15545342983,0.00413912581408,-0.00616339179372,-0.123804667998,0.00417723123153,-0.00616339179372,-0.123804667998,0.00417723123153,-0.00616339179372,-0.123804667998,0.00417723123153,-0.00617608989028,0.0113265212992,0.00415879062298,-0.00619025951777,0.148340212265,0.00414009657608,-0.0061636344123,-0.109112143103,0.00417522318549,-0.0061636344123,-0.109112143103,0.00417522318549,-0.0061636344123,-0.109112143103,0.00417522318549
0.07,-0.00510329531421,0.00299739197342,0.00503107974464,-0.00510329531421,0.00299739197342,0.00503107974464,-0.00510329531421,0.00299739197342,0.00503107974464,-0.00276305866626,0.00299774104033,0.00502789996417,-0.00278750687051,0.166818661174,0.00501842729654,-0.00274207269786,-0.137623656681,0.00503603115865,-0.00274207269786,-0.137623656681,0.00503603115865,-0.00274207269786,-0.137623656681,0.00503603115865,-0.0027621510533,0.00299774117571,0.00502789873095,-0.00278620872874,0.16420184928,0.00501857932495,-0.00274301134038,-0.125252403303,0.00503531302815,-0.00274301134038,-0.125252403303,0.00503531302815,-0.00274301134038,-0.125252403303,0.00503531302815,-0.00777591316895,0.00299699332893,0.00503471114579,-0.00780162877599,0.175077987557,0.00499922916303,-0.00775380229477,-0.144962228764,0.00506521937588,-0.00775380229477,-0.144962228764,0.00506521937588,-0.00775380229477,-0.144962228764,0.00506521937588,-0.00777353500714,0.00299699368365,0.00503470791448,-0.00779788301629,0.165926484959,0.00500111783646,-0.00775415517543,-0.126686961334,0.00506144398376,-0.00775415517543,-0.126686961334,0.00506144398376,-0.00775415517543,-0.126686961334,0.00506144398376
0.08,-0.00620598851055,-0.00525405719018,0.00587602218143,-0.00620598851055,-0.00525405719018,0.00587602218143,-0.00620598851055,-0.00525405719018,0.00587602218143,-0.00351710629926,-0.00525350954743,0.0058723996515,-0.00355885945369,0.199630268032,0.00585412525273,-0.00348324916103,-0.171391337343,0.00588721814495,-0.00348324916103,-0.171391337343,0.00588721814495,-0.00348324916103,-0.171391337343,0.00588721814495,-0.00351559892713,-0.00525350924043,0.00587239762073,-0.00355663053079,0.196089632096,0.0058544437923,-0.00348477781854,-0.156493486979,0.00588588373501,-0.00348477781854,-0.156493486979,0.00588588373501,-0.00348477781854,-0.156493486979,0.00588588373501,-0.00938170825683,-0.00525470398678,0.00588030059117,-0.00942213512657,0.192855359854,0.00582245387264,-0.0093490846455,-0.16512524959,0.00592698164448,-0.0093490846455,-0.16512524959,0.00592698164448,-0.0093490846455,-0.16512524959,0.00592698164448,-0.00937771612693,-0.00525470317371,0.00588029521287,-0.00941586678441,0.181700959447,0.00582571685934,-0.00934953400757,-0.143359971768,0.00592061256976,-0.00934953400757,-0.143359971768,0.00592061256976,-0.00934953400757,-0.143359971768,0.00592061256976
0.09,-0.00723058135733,-0.0129738874555,0.00661481226593,-0.00723058135733,-0.0129738874555,0.00661481226593,-0.00723058135733,-0.0129738874555,0.00661481226593,-0.0043185876847,-0.0129731125314,0.00661115601524,-0.00438317118817,0.229570538774,0.00658002189736,-0.00426802765923,-0.202851526193,0.00663552975944,-0.00426802765923,-0.202851526193,0.00663552975944,-0.00426802765923,-0.202851526193,0.00663552975944,-0.00431626885637,-0.0129731119143,0.00661115310376,-0.00437964484856,0.225035772503,0.00658061114766,-0.0042703105382,-0.185569826557,0.00663330118993,-0.0042703105382,-0.185569826557,0.00663330118993,-0.0042703105382,-0.185569826557,0.00663330118993,-0.0109332831938,-0.0129748727986,0.00661946131661,-0.0109924205239,0.208838202322,0.0065321493078,-0.0108876913897,-0.183981211089,0.0066867743319,-0.0108876913897,-0.183981211089,0.0066867743319,-0.0108876913897,-0.183981211089,0.0066867743319,-0.0109271178332,-0.0129748711579,0.00661945357549,-0.0109827655623,0.195749471277,0.00653731664828,-0.0108881862695,-0.158999967675,0.00667691717836,-0.0108881862695,-0.158999967675,0.00667691717836,-0.0108881862695,-0.158999967675,0.00667691717836
