time,F_base_w,F_base_x,F_base_y,F_base_z,L0_body_front_w,L0_body_front_x,L0_body_front_y,L0_body_front_z,L1_body_rear_w,L1_body_rear_x,L1_body_rear_y,L1_body_rear_z,Lrl1_hip_roll_w,Lrl1_hip_roll_x,Lrl1_hip_roll_y,Lrl1_hip_roll_z,Lrl2_hip_pitch_w,Lrl2_hip_pitch_x,Lrl2_hip_pitch_y,Lrl2_hip_pitch_z,Lrl3_knee_w,Lrl3_knee_x,Lrl3_knee_y,Lrl3_knee_z,Lrl4_wheel_w,Lrl4_wheel_x,Lrl4_wheel_y,Lrl4_wheel_z,Lrl4_wheel_contact_w,Lrl4_wheel_contact_x,Lrl4_wheel_contact_y,Lrl4_wheel_contact_z,Lrr1_hip_roll_w,Lrr1_hip_roll_x,Lrr1_hip_roll_y,Lrr1_hip_roll_z,Lrr2_hip_pitch_w,Lrr2_hip_pitch_x,Lrr2_hip_pitch_y,Lrr2_hip_pitch_z,Lrr3_knee_w,Lrr3_knee_x,Lrr3_knee_y,Lrr3_knee_z,Lrr4_wheel_w,Lrr4_wheel_x,Lrr4_wheel_y,Lrr4_wheel_z,Lrr4_wheel_contact_w,Lrr4_wheel_contact_x,Lrr4_wheel_contact_y,Lrr4_wheel_contact_z,Lfl1_hip_roll_w,Lfl1_hip_roll_x,Lfl1_hip_roll_y,Lfl1_hip_roll_z,Lfl2_hip_pitch_w,Lfl2_hip_pitch_x,Lfl2_hip_pitch_y,Lfl2_hip_pitch_z,Lfl3_knee_w,Lfl3_knee_x,Lfl3_knee_y,Lfl3_knee_z,Lfl4_wheel_w,Lfl4_wheel_x,Lfl4_wheel_y,Lfl4_wheel_z,Lfl4_wheel_contact_w,Lfl4_wheel_contact_x,Lfl4_wheel_contact_y,Lfl4_wheel_contact_z,Lfr1_hip_roll_w,Lfr1_hip_roll_x,Lfr1_hip_roll_y,Lfr1_hip_roll_z,Lfr2_hip_pitch_w,Lfr2_hip_pitch_x,Lfr2_hip_pitch_y,Lfr2_hip_pitch_z,Lfr3_knee_w,Lfr3_knee_x,Lfr3_knee_y,Lfr3_knee_z,Lfr4_wheel_w,Lfr4_wheel_x,Lfr4_wheel_y,Lfr4_wheel_z,Lfr4_wheel_contact_w,Lfr4_wheel_contact_x,Lfr4_wheel_contact_y,Lfr4_wheel_contact_z
0,1,0,0,0,0.499999999897,0.5,0.500000000103,0.5,0.499999999897,0.5,0.500000000103,0.5,0.499999999897,0.5,0.500000000103,0.5,0.6764793733,0.205853485268,0.20585348531,0.676479373439,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.499999999897,0.5,0.500000000103,0.5,0.6764793733,0.205853485268,0.20585348531,0.676479373439,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.499999999897,0.5,0.500000000103,0.5,0.6764793733,0.205853485268,0.20585348531,0.676479373439,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.499999999897,0.5,0.500000000103,0.5,0.6764793733,0.205853485268,0.20585348531,0.676479373439,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.360754231129,0.608158190457,0.608158190582,0.360754231203,0.360754231129,0.608158190457,0.608158190582,0.360754231203
0.01,0.999999998809,8.6929438538e-07,4.87948152543e-05,-2.65083518378e-07,0.499975299789,0.500024964001,0.500023829726,0.499975904102,0.499975299789,0.500024964001,0.500023829726,0.499975904102,0.49997588439,0.500024379343,0.500024414385,0.499975319501,0.676482424292,0.205844102498,0.205844399298,0.676481942382,0.360730969975,0.608172206049,0.608172100251,0.360730413976,0.360730969975,0.608172206049,0.608172100251,0.360730413976,0.360730969975,0.608172206049,0.608172100251,0.360730413976,0.49997588439,0.500024379343,0.500024414385,0.499975319501,0.676482436351,0.205844062869,0.205844359669,0.67648195444,0.360731257706,0.608172035384,0.608171929586,0.360730701708,0.360731257706,0.608172035384,0.608171929586,0.360730701708,0.360731257706,0.608172035384,0.608171929586,0.360730701708,0.499975753029,0.500024510717,0.500024283011,0.499975450862,0.676463389031,0.205906649322,0.205906590606,0.676463015257,0.360781531303,0.608142213307,0.608141917944,0.360781294837,0.360781531303,0.608142213307,0.608141917944,0.360781294837,0.360781531303,0.608142213307,0.608141917944,0.360781294837,0.499975753015,0.500024510732,0.500024282996,0.499975450877,0.676463328829,0.205906847104,0.205906788348,0.676462955067,0.360782012003,0.60814192813,0.608141632747,0.360781775573,0.360782012003,0.60814192813,0.608141632747,0.360781775573,0.360782012003,0.60814192813,0.608141632747,0.360781775573
0.02,0.999999985401,1.74310369387e-06,0.000170858791816,-1.19404800155e-06,0.499914288674,0.500086890672,0.500083953623,0.499914837833,0.499914288674,0.500086890672,0.500083953623,0.499914837833,0.499916291258,0.500084887403,0.500085956896,0.499912835243,0.676483334585,0.205843364972,0.205845935578,0.676480789034,0.360689979517,0.608197280124,0.608197461562,0.360686366356,0.360689979517,0.608197280124,0.608197461562,0.360686366356,0.360689979517,0.608197280124,0.608197461562,0.360686366356,0.49991629126,0.500084887401,0.500085956898,0.499912835241,0.67648393285,0.205841398824,0.205843969444,0.676481387304,0.360689821002,0.608197374131,0.608197555571,0.360686207836,0.360689821002,0.608197374131,0.608197555571,0.360686207836,0.360689821002,0.608197374131,0.608197555571,0.360686207836,0.499915699884,0.500085478981,0.500085365319,0.49991342662,0.676416654443,0.206062376165,0.206063345449,0.67641459504,0.360866712402,0.608092434716,0.608091762943,0.36086453769,0.360866712402,0.608092434716,0.608091762943,0.36086453769,0.360866712402,0.608092434716,0.608091762943,0.36086453769,0.499915699735,0.50008547913,0.50008536517,0.499913426769,0.676416927128,0.206061481052,0.206062449935,0.67641486785,0.360867424978,0.608092011844,0.608091339858,0.360865250628,0.360867424978,0.608092011844,0.608091339858,0.360865250628,0.360867424978,0.608092011844,0.608091339858,0.360865250628
0.03,0.999999948025,-1.33350505934e-06,0.000322397990814,-2.78962826311e-06,0.499840836481,0.50016190107,0.500160445049,0.49983671345,0.499840836481,0.50016190107,0.500160445049,0.49983671345,0.499844107983,0.500158627427,0.500163718679,0.4998334419,0.676466578786,0.205902289112,0.205911802731,0.676459566139,0.360685581316,0.608201197225,0.60820349369,0.360673987679,0.360685581316,0.608201197225,0.60820349369,0.360673987679,0.360685581316,0.608201197225,0.60820349369,0.360673987679,0.499844107974,0.500158627437,0.50016371867,0.499833441909,0.676469419493,0.205892956085,0.205902469777,0.676462406985,0.360681354393,0.608203703925,0.608206000296,0.360669760763,0.360681354393,0.608203703925,0.608206000296,0.360669760763,0.360681354393,0.608203703925,0.608206000296,0.360669760763,0.499842727709,0.50016000861,0.500162337507,0.4998348222,0.676340707184,0.206315376212,0.206321149466,0.676334825827,0.361018291828,0.608003766124,0.608004072943,0.361010056133,0.361018291828,0.608003766124,0.608004072943,0.361010056133,0.361018291828,0.608003766124,0.608004072943,0.361010056133,0.499842726851,0.500160009468,0.500162336648,0.499834823058,0.67634278787,0.206308555211,0.206314326203,0.676336907278,0.361016109368,0.608005062013,0.608005367562,0.361007875757,0.361016109368,0.608005062013,0.608005367562,0.361007875757,0.361016109368,0.608005062013,0.608005367562,0.361007875757
0.04,0.999999890163,-1.19008986776e-05,0.000468518946768,-4.63044020426e-06,0.499773951175,0.500230569326,0.500237839887,0.499757419939,0.499773951175,0.500230569326,0.500237839887,0.499757419939,0.499777331531,0.500227185697,0.500241223443,0.499754039448,0.676420119899,0.206059311409,0.206082661281,0.676406178488,0.360760164627,0.60815846787,0.608166318559,0.360734127228,0.360760164627,0.60815846787,0.608166318559,0.360734127228,0.360760164627,0.60815846787,0.608166318559,0.360734127228,0.499777331409,0.50022718582,0.500241223321,0.499754039571,0.67642768115,0.206034488854,0.206057838905,0.676413740696,0.360745560187,0.608167131,0.608174980887,0.360719522898,0.360745560187,0.608167131,0.608174980887,0.360719522898,0.360745560187,0.608167131,0.608174980887,0.360719522898,0.499775042703,0.500229476746,0.500238932448,0.499756328372,0.676237124909,0.206659075799,0.206676217451,0.676225050132,0.361242504477,0.60787208825,0.607876645681,0.361222038254,0.361242504477,0.60787208825,0.607876645681,0.361222038254,0.361242504477,0.60787208825,0.607876645681,0.361222038254,0.499775039869,0.500229479583,0.500238929612,0.499756331206,0.676243426593,0.206638454093,0.206655588442,0.676231354675,0.36123132114,0.607878734081,0.607883287033,0.361210861723,0.36123132114,0.607878734081,0.607883287033,0.361210861723,0.36123132114,0.607878734081,0.607883287033,0.361210861723
0.05,0.999999824643,-3.17948209833e-05,0.00059132373693,-6.2519028627e-06,0.499723273712,0.500282802731,0.500308345752,0.499685227091,0.499723273712,0.500282802731,0.500308345752,0.499685227091,0.499725135834,0.50028093828,0.5003102101,0.499683364821,0.676338728815,0.206330202578,0.206375685192,0.676315642264,0.360933619972,0.608056864582,0.60807493251,0.360885920842,0.360933619972,0.608056864582,0.60807493251,0.360885920842,0.360933619972,0.608056864582,0.60807493251,0.360885920842,0.499725135286,0.500280938829,0.500310209552,0.499683365369,0.676353904743,0.206280450192,0.206325933021,0.676330821988,0.360900704155,0.608076401723,0.608094466276,0.36085300538,0.360900704155,0.608076401723,0.608094466276,0.36085300538,0.360900704155,0.608076401723,0.608094466276,0.36085300538,0.499722049231,0.500284028736,0.500307119806,0.499686451663,0.676107706566,0.2070859846,0.207123085866,0.676087118207,0.36154077273,0.607696063465,0.607709704147,0.361500594175,0.36154077273,0.607696063465,0.607709704147,0.361500594175,0.36154077273,0.607696063465,0.607709704147,0.361500594175,0.499722042624,0.500284035352,0.500307113191,0.499686458271,0.676121182465,0.20704198254,0.207079067258,0.676100601976,0.361512546095,0.607712855655,0.607726484892,0.361472382968,0.361512546095,0.607712855655,0.607726484892,0.361472382968,0.361512546095,0.607712855655,0.607726484892,0.361472382968
0.06,0.999999766336,-6.18602225315e-05,0.000680770581072,-7.23679814186e-06,0.499694046285,0.500312956746,0.500367580273,0.499624949367,0.499694046285,0.500312956746,0.500367580273,0.499624949367,0.499692628195,0.500314376941,0.50036616023,0.49962636765,0.676219962783,0.206721456021,0.206798307549,0.676185818802,0.361216507087,0.607889655656,0.607923542079,0.361139541646,0.361216507087,0.607889655656,0.607923542079,0.361139541646,0.361216507087,0.607889655656,0.607923542079,0.361139541646,0.499692626578,0.50031437856,0.500366158611,0.499626369267,0.676245846852,0.206636766005,0.206713617431,0.676211713828,0.361156397327,0.607925369696,0.607959246167,0.361079432467,0.361156397327,0.607925369696,0.607959246167,0.361079432467,0.361156397327,0.607925369696,0.607959246167,0.361079432467,0.499689061644,0.500317948747,0.500362588768,0.499629934648,0.675953962212,0.207589617117,0.207656770705,0.67592267118,0.361913551007,0.607474929329,0.60750372627,0.361845290702,0.361913551007,0.607474929329,0.60750372627,0.361845290702,0.361913551007,0.607474929329,0.60750372627,0.361845290702,0.499689048875,0.500317961535,0.500362575981,0.499629947419,0.675977877445,0.207511728355,0.207578850983,0.675946604714,0.36185899763,0.607507427143,0.60753619942,0.361790765768,0.36185899763,0.607507427143,0.60753619942,0.361790765768,0.36185899763,0.607507427143,0.60753619942,0.361790765768
0.07,0.999999726927,-0.000102231703779,0.000731877232971,-7.08174366815e-06,0.499688581468,0.5003182271,0.500413377163,0.499579268123,0.499688581468,0.5003182271,0.500413377163,0.499579268123,0.499682162319,0.500324656884,0.500406948519,0.499585688594,0.676063430252,0.207232391054,0.207350337896,0.676016872384,0.361612066259,0.607654292474,0.607710391058,0.361498347125,0.361612066259,0.607654292474,0.607710391058,0.361498347125,0.361612066259,0.607654292474,0.607710391058,0.361498347125,0.499682158504,0.500324660706,0.500406944697,0.499585692411,0.676103103335,0.207102919577,0.207220865002,0.676056571206,0.361515430415,0.607711789592,0.607767864558,0.361401711636,0.361515430415,0.607711789592,0.607767864558,0.361401711636,0.361515430415,0.607711789592,0.607767864558,0.361401711636,0.499678683685,0.500328141212,0.500403464739,0.499589167876,0.675777489735,0.20816296545,0.208271433584,0.67573365621,0.362359528848,0.607208866595,0.607260047994,0.362254328191,0.362359528848,0.607208866595,0.607260047994,0.362254328191,0.362359528848,0.607208866595,0.607260047994,0.362254328191,0.499678661639,0.500328163294,0.50040344266,0.499589189926,0.675815233278,0.208040395961,0.208148812374,0.67577143771,0.362268545827,0.607263152667,0.60731428626,0.362163391056,0.362268545827,0.607263152667,0.60731428626,0.362163391056,0.362268545827,0.607263152667,0.60731428626,0.362163391056
0.08,0.999999712047,-0.000152618198373,0.00074336037065,-5.3311336658e-06,0.499707150402,0.500297892677,0.500445179844,0.499549201172,0.499707150402,0.500297892677,0.500445179844,0.499549201172,0.499694169766,0.500310896256,0.500432179753,0.499562185575,0.675870258255,0.20785728329,0.208026271177,0.675810486963,0.36211817154,0.607351369515,0.607436680057,0.361960527559,0.36211817154,0.607351369515,0.607436680057,0.361960527559,0.36211817154,0.607351369515,0.607436680057,0.361960527559,0.499694162002,0.500310904033,0.500432171978,0.49956219334,0.675926685508,0.207673715361,0.207842698459,0.675866966542,0.361975587484,0.607436359053,0.607521621312,0.361817942347,0.361975587484,0.607436359053,0.607521621312,0.361817942347,0.361975587484,0.607436359053,0.607521621312,0.361817942347,0.499691574255,0.500313496274,0.500429580352,0.499564781758,0.675579958757,0.208798906272,0.208960788067,0.675522112973,0.36287603026,0.606898880043,0.606980608846,0.362724794507,0.36287603026,0.606898880043,0.606980608846,0.362724794507,0.36287603026,0.606898880043,0.606980608846,0.362724794507,0.499691538894,0.500313531696,0.500429544939,0.499564817128,0.6756349278,0.208620968209,0.208782769551,0.675577154068,0.362738076885,0.606981343715,0.607062986683,0.362586908422,0.362738076885,0.606981343715,0.607062986683,0.362586908422,0.362738076885,0.606981343715,0.607062986683,0.362586908422
0.09,0.999999720811,-0.000212435691873,0.000716411510233,-1.68640809031e-06,0.499748715598,0.500252691519,0.500463440905,0.499534593601,0.499748715598,0.500252691519,0.500463440905,0.499534593601,0.499727865927,0.500273579086,0.500442561262,0.499555451338,0.675642690014,0.208587030629,0.208817016627,0.675569285604,0.362728953363,0.606983772689,0.607105637312,0.362520552835,0.362728953363,0.606983772689,0.607105637312,0.362520552835,0.362728953363,0.606983772689,0.607105637312,0.362520552835,0.499727851691,0.500273593347,0.500442547006,0.499555465578,0.675718676346,0.208340741081,0.208570715295,0.675645367604,0.362531232982,0.607101885246,0.607223661285,0.362322827351,0.362531232982,0.607101885246,0.607223661285,0.362322827351,0.362531232982,0.607101885246,0.607223661285,0.362322827351,0.499727098942,0.500274347432,0.500441793175,0.499556218586,0.675363177784,0.20949027235,0.20971808548,0.675290106922,0.363459202724,0.606546786382,0.606667783636,0.363252810289,0.363459202724,0.606546786382,0.606667783636,0.363252810289,0.363459202724,0.606546786382,0.606667783636,0.363252810289,0.499727045121,0.500274401348,0.500441739277,0.499556272426,0.675438691357,0.209246673779,0.209474367659,0.675365747594,0.363263728832,0.606663876941,0.606784729263,0.363057428051,0.363263728832,0.606663876941,0.606784729263,0.363057428051,0.363263728832,0.606663876941,0.606784729263,0.363057428051
